question,answer
재료공학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"재료공학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
재료공학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
재료공학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 6명으로, 경쟁률은 2:1 이었습니다."
"재료공학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 6.3, 최저 7.0, 평균은 6.6 이었습니다."
재료공학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
재료공학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 12명, 지원인원은 118명으로, 경쟁률은 9.8:1 이었습니다."
"재료공학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 161, 최저 123, 평균은 135 이었습니다."
재료공학과 정시 전형의 예비번호는 어디까지 빠졌나요?,29번까지 빠졌습니다.
재료공학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"재료공학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
재료공학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
재료공학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"재료공학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
재료공학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
항공운항과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 110명, 지원인원은 1, 979명으로, 경쟁률은 18:1 이었습니다."
"항공운항과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.7 이었습니다.
항공운항과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,11번까지 빠졌습니다.
항공운항과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 239명으로, 경쟁률은 29.9:1 이었습니다."
"항공운항과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.3 이었습니다.
항공운항과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
항공운항과 수시 1차 특기자(영어/일어) 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 14명, 지원인원은 141명으로, 경쟁률은 10.1:1 이었습니다."
"항공운항과 수시 1차 특기자(영어/일어) 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 815 이었습니다.
항공운항과 수시 1차 특기자(영어/일어) 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
항공운항과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 28명, 지원인원은 1, 091명으로, 경쟁률은 39:1 이었습니다."
"항공운항과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.3 이었습니다.
항공운항과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,3번까지 빠졌습니다.
항공운항과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 4명, 지원인원은 139명으로, 경쟁률은 34.8:1 이었습니다."
"항공운항과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.5 이었습니다.
항공운항과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
항공운항과 수시 2차 특기자(영어/일어) 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 5명, 지원인원은 84명으로, 경쟁률은 16.8:1 이었습니다."
"항공운항과 수시 2차 특기자(영어/일어) 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 748 이었습니다.
항공운항과 수시 2차 특기자(영어/일어) 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
항공운항과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 6명, 지원인원은 75명으로, 경쟁률은 12.5:1 이었습니다."
"항공운항과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.6 이었습니다.
항공운항과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,3번까지 빠졌습니다.
항공운항과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 55명으로, 경쟁률은 18.3:1 이었습니다."
"항공운항과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.7 이었습니다.
항공운항과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
항공운항과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 19명, 지원인원은 269명으로, 경쟁률은 14.2:1 이었습니다."
"항공운항과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 123 이었습니다.
항공운항과 정시 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
항공운항과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 7명으로, 경쟁률은 7:1 이었습니다."
"항공운항과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 96 이었습니다.
항공운항과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,5번까지 빠졌습니다.
항공운항과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 11명으로, 경쟁률은 11:1 이었습니다."
"항공운항과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 57 이었습니다.
항공운항과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
관광경영학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 52명, 지원인원은 121명으로, 경쟁률은 2.3:1 이었습니다."
"관광경영학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.9 이었습니다.
관광경영학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,32번까지 빠졌습니다.
관광경영학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 39명으로, 경쟁률은 4.9:1 이었습니다."
"관광경영학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.7 이었습니다.
관광경영학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
관광경영학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 23명, 지원인원은 85명으로, 경쟁률은 3.7:1 이었습니다."
"관광경영학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.6 이었습니다.
관광경영학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,23번까지 빠졌습니다.
관광경영학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 5명, 지원인원은 23명으로, 경쟁률은 4.6:1 이었습니다."
"관광경영학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.2 이었습니다.
관광경영학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
관광경영학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"관광경영학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.9 이었습니다.
관광경영학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
관광경영학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 4명, 지원인원은 8명으로, 경쟁률은 2:1 이었습니다."
"관광경영학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.8 이었습니다.
관광경영학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
관광경영학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 11명, 지원인원은 50명으로, 경쟁률은 4.5:1 이었습니다."
"관광경영학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 95 이었습니다.
관광경영학과 정시 전형의 예비번호는 어디까지 빠졌나요?,10번까지 빠졌습니다.
관광경영학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 0명 이었습니다."
"관광경영학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",모집된 인원이 없었습니다.
관광경영학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,모집된 인원이 없었습니다.
관광경영학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"관광경영학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 25이었습니다.
관광경영학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
경영비서학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 64명, 지원인원은 97명으로, 경쟁률은 1.5:1 이었습니다."
"경영비서학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.9 이었습니다.
경영비서학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,17번까지 빠졌습니다.
경영비서학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 37명으로, 경쟁률은 4.6:1 이었습니다."
"경영비서학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.4 이었습니다.
경영비서학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,24번까지 빠졌습니다.
경영비서학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 17명, 지원인원은 41명으로, 경쟁률은 2.4:1 이었습니다."
"경영비서학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 6.1 이었습니다.
경영비서학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,11번까지 빠졌습니다.
경영비서학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 3명, 지원인원은 10명으로, 경쟁률은 3.3:1 이었습니다."
"경영비서학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.2 이었습니다.
경영비서학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
경영비서학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"경영비서학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 7.2 이었습니다."
경영비서학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
경영비서학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 4명, 지원인원은 6명으로, 경쟁률은 1.5:1 이었습니다."
"경영비서학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.4 이었습니다.
경영비서학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
경영비서학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 12명, 지원인원은 21명으로, 경쟁률은 1.8:1 이었습니다."
"경영비서학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 101 이었습니다.
경영비서학과 정시 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
경영비서학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 0명 이었습니다."
"경영비서학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",모집된 인원이 없었습니다.
경영비서학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,모집된 인원이 없었습니다.
경영비서학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"경영비서학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
경영비서학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
호텔경영학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 55명, 지원인원은 245명으로, 경쟁률은 4.5:1 이었습니다."
"호텔경영학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.5 이었습니다.
호텔경영학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,36번까지 빠졌습니다.
호텔경영학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 16명, 지원인원은 88명으로, 경쟁률은 5.5:1 이었습니다."
"호텔경영학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.9 이었습니다.
호텔경영학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,11번까지 빠졌습니다.
호텔경영학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 15명, 지원인원은 95명으로, 경쟁률은 6.3:1 이었습니다."
"호텔경영학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.0 이었습니다.
호텔경영학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
호텔경영학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 4명, 지원인원은 25명으로, 경쟁률은 6.3:1 이었습니다."
"호텔경영학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.3 이었습니다.
호텔경영학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,2번까지 빠졌습니다.
호텔경영학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"호텔경영학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.7 이었습니다.
호텔경영학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
호텔경영학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 4명, 지원인원은 9명으로, 경쟁률은 2.3:1 이었습니다."
"호텔경영학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.4 이었습니다.
호텔경영학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
호텔경영학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 11명, 지원인원은 70명으로, 경쟁률은 6.4:1 이었습니다."
"호텔경영학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 96 이었습니다.
호텔경영학과 정시 전형의 예비번호는 어디까지 빠졌나요?,5번까지 빠졌습니다.
호텔경영학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 0명 이었습니다."
"호텔경영학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",모집된 인원이 없었습니다.
호텔경영학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,모집된 인원이 없었습니다.
호텔경영학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"호텔경영학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
호텔경영학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
산업디자인학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 21명, 지원인원은 178명으로, 경쟁률은 8.5:1 이었습니다."
"산업디자인학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.2, 최저 4.9, 평균은 4.1 이었습니다."
산업디자인학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,56번까지 빠졌습니다.
산업디자인학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 19명, 지원인원은 122명으로, 경쟁률은 6.4:1 이었습니다."
"산업디자인학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 1.8, 최저 4.1, 평균은 3.0 이었습니다."
산업디자인학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,63번까지 빠졌습니다.
산업디자인학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 86명으로, 경쟁률은 10.8:1 이었습니다."
"산업디자인학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 3.7, 최저 4.9, 평균은 4.3 이었습니다."
산업디자인학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,39번까지 빠졌습니다.
산업디자인학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 11명, 지원인원은 52명으로, 경쟁률은 4.7:1 이었습니다."
"산업디자인학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 2.1, 최저 4.6, 평균은 3.3 이었습니다."
산업디자인학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,18번까지 빠졌습니다.
산업디자인학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"산업디자인학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
산업디자인학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
산업디자인학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 7명으로, 경쟁률은 7:1 이었습니다."
"산업디자인학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고, 최저, 평균 모두 6.1 이었습니다."
산업디자인학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
산업디자인학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 7명, 지원인원은 131명으로, 경쟁률은 18.7:1 이었습니다."
"산업디자인학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","최고 165, 최저 147, 평균은 156 이었습니다."
산업디자인학과 정시 전형의 예비번호는 어디까지 빠졌나요?,35번까지 빠졌습니다.
산업디자인학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"산업디자인학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
산업디자인학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
산업디자인학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 4명으로, 경쟁률은 4:1 이었습니다."
"산업디자인학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?","모집인원이 1명이었기 때문에 최고, 최저, 평균 모두 52 이었습니다."
산업디자인학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,예비번호가 없었습니다.
패션디자인학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 34명, 지원인원은 193명으로, 경쟁률은 5.7:1 이었습니다."
"패션디자인학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.5 이었습니다.
패션디자인학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,15번까지 빠졌습니다.
패션디자인학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 70명으로, 경쟁률은 8.8:1 이었습니다."
"패션디자인학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 3.7 이었습니다.
패션디자인학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,13번까지 빠졌습니다.
패션디자인학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 13명, 지원인원은 83명으로, 경쟁률은 6.4:1 이었습니다."
"패션디자인학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 5.3 이었습니다.
패션디자인학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,9번까지 빠졌습니다.
패션디자인학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 7명, 지원인원은 37명으로, 경쟁률은 5.3:1 이었습니다."
"패션디자인학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 4.8 이었습니다.
패션디자인학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
패션디자인학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 3명으로, 경쟁률은 3:1 이었습니다."
"패션디자인학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 6.8 이었습니다.
패션디자인학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,1번까지 빠졌습니다.
패션디자인학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 4명으로, 경쟁률은 4:1 이었습니다."
"패션디자인학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 6.0 이었습니다.
패션디자인학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
패션디자인학과 정시 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 8명, 지원인원은 78명으로, 경쟁률은 9.8:1 이었습니다."
"패션디자인학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 117 이었습니다.
패션디자인학과 정시 전형의 예비번호는 어디까지 빠졌나요?,4번까지 빠졌습니다.
패션디자인학과 정시 전형 농어촌 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 2명으로, 경쟁률은 2:1 이었습니다."
"패션디자인학과 정시 전형 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",평균은 97 이었습니다.
패션디자인학과 정시 전형 농어촌 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
패션디자인학과 정시 전형 수급자 전형의 경쟁률은 어떻게 되나요?,"총 모집인원은 1명, 지원인원은 1명으로, 경쟁률은 1:1 이었습니다."
"패션디자인학과 정시 전형 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",공개된 데이터가 없습니다.
패션디자인학과 정시 전형 수급자 전형의 예비번호는 어디까지 빠졌나요?,공개된 데이터가 없습니다.
항공경영학과 수시 1차 일반고 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 1차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 1차 일반고 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 1차 특성화고 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 1차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 1차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 일반고 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 2차 일반고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 일반고 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 특성화고 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 2차 특성화고 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 특성화고 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 농어촌 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 2차 농어촌 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 농어촌 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 수급자 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 수시 2차 수급자 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 수시 2차 수급자 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 정시 전형의 경쟁률은 어떻게 되나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
"항공경영학과 정시 전형의 최고, 최저, 평균 성적은 어떻게 되나요?",24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
항공경영학과 정시 전형의 예비번호는 어디까지 빠졌나요?,24년부터 남/녀 구분없이 지원으로 변경되어 과년도 데이터가 없습니다.
